1552,0,60,1,0,0,2,8,5,13,1,85,150,0,18,43,0,0
6933,1,730,1,1,1,1,7,3,13,1,168,150,0,16,44,1,4
7563,0,28,0,3,2,2,3,5,13,1,85,150,0,7,43,0,4
7563,0,14,0,0,1,1,8,0,16,1,85,150,0,54,22,1,4
5707,1,1460,1,1,1,1,6,1,16,0,63,74,1,54,12,1,0
7563,0,28,0,3,2,2,9,1,12,1,85,150,0,37,43,0,4
6850,1,730,1,1,1,2,11,1,11,1,23,150,0,20,1,1,0
3640,1,1095,1,1,1,1,3,4,16,1,10,150,0,54,1,1,0
7629,1,1825,1,1,1,3,0,0,13,1,63,150,0,49,1,1,0
7563,0,365,0,3,2,1,0,0,17,1,83,150,0,48,43,0,4
6312,1,730,1,0,0,2,6,3,10,1,195,150,0,55,43,0,4
1027,0,90,1,1,1,2,8,5,17,1,85,150,0,18,43,0,0
746,1,365,1,1,1,1,0,1,13,1,168,150,0,54,46,1,3
7563,0,365,0,0,0,2,4,4,9,1,84,150,0,2,44,1,4
5633,1,365,1,1,1,2,1,6,12,1,63,150,0,2,44,1,4
6233,0,60,1,2,0,2,8,6,17,1,85,150,0,37,43,0,0
3218,0,180,1,2,0,2,10,2,7,1,85,150,0,2,43,0,0
7563,0,90,0,0,1,1,4,3,8,1,85,150,0,18,43,0,4
2015,1,1095,1,2,0,2,8,3,17,1,230,150,0,46,39,1,3
4745,1,120,1,0,0,1,10,1,18,1,63,150,0,7,39,1,4
7563,0,7,0,3,2,2,5,4,19,1,85,150,0,2,44,1,4
5993,1,1095,1,2,0,1,2,0,15,0,131,27,1,2,43,0,4
7563,1,300,0,1,1,2,3,0,17,1,63,150,0,15,43,0,0
1552,0,1825,1,2,0,1,1,1,14,1,85,150,0,2,44,1,4
7563,1,120,0,1,1,1,11,3,16,1,40,150,0,54,1,1,0
3407,1,730,1,2,0,2,10,6,13,1,172,150,0,23,44,1,0
3131,1,730,1,1,1,2,7,3,13,1,172,150,0,2,44,1,4
7406,1,270,1,1,1,2,1,6,14,0,63,99,1,15,43,0,3
7563,0,6570,0,0,0,1,0,0,17,1,83,150,0,51,43,0,2
1244,0,1825,1,1,1,1,0,3,11,1,85,150,0,18,43,0,0
7563,0,60,0,1,1,0,9,6,16,1,85,150,0,2,43,0,0
1862,1,730,1,1,1,1,0,4,14,1,63,150,0,20,43,0,0
7563,1,800,0,0,0,1,2,3,14,1,168,150,0,44,44,1,4
7563,1,60,0,2,0,1,0,5,13,1,63,150,0,15,39,1,0
7563,0,14,0,0,1,2,7,5,16,1,85,150,0,12,44,1,2
7498,0,150,1,2,0,2,6,1,14,1,85,150,0,51,43,0,0
3719,0,1095,1,2,0,0,9,5,16,1,85,150,0,2,43,0,3
212,1,1095,1,0,0,1,5,1,12,1,193,150,0,44,44,1,4
2441,1,1095,1,0,1,1,3,2,11,1,63,150,0,49,43,0,4
3592,0,365,1,2,0,2,8,0,17,1,85,150,0,18,43,0,0
4298,0,28,1,0,0,1,9,3,12,1,85,150,0,18,43,0,4
7563,1,120,0,0,0,2,3,1,13,1,168,150,0,2,44,1,4
1463,0,120,1,2,0,2,0,3,10,1,85,150,0,18,43,0,0
7563,0,60,0,1,1,2,6,6,19,1,85,150,0,18,43,0,0
2579,1,3285,1,1,1,1,5,5,14,0,144,150,0,30,43,0,0
113,1,1095,1,2,0,2,4,0,17,1,168,150,0,54,5,1,4
6863,1,730,1,1,1,2,11,0,11,1,182,150,0,2,44,1,3
2860,1,4745,1,1,1,1,7,0,16,1,148,150,0,2,43,0,3
7563,0,365,0,3,2,1,10,6,9,1,85,150,0,18,44,1,4
7602,1,730,1,1,1,2,11,6,17,1,63,150,0,20,43,0,0
509,0,90,1,1,1,2,11,0,15,1,84,150,0,2,43,0,0
7563,0,0,0,3,2,1,3,4,15,1,85,150,0,7,43,0,4
6148,1,300,1,1,1,1,9,5,16,1,142,150,0,2,39,1,4
5808,1,365,1,0,0,3,0,5,11,1,104,150,0,2,12,1,3
4439,0,60,1,0,0,3,1,2,12,1,83,150,0,18,43,0,0
7563,1,365,0,2,0,2,8,0,15,1,170,150,0,3,44,1,0
2818,1,1825,1,2,0,1,3,2,18,1,176,150,0,2,43,0,3
5188,1,1460,1,2,0,1,2,4,14,1,143,150,0,54,43,0,4
787,0,730,1,2,0,0,10,5,15,1,85,150,0,51,43,0,3
7563,0,30,0,0,1,2,4,0,14,1,85,150,0,18,44,1,2
1305,1,300,1,1,1,2,9,5,18,0,12,150,0,2,44,1,0
1134,1,365,1,1,1,2,6,6,19,0,131,89,1,2,44,1,0
5805,1,365,1,2,0,2,9,5,0,1,63,150,0,54,39,1,0
3906,1,365,1,2,0,1,4,4,19,1,168,150,0,7,44,1,4
2131,1,365,1,1,1,2,8,6,14,1,108,150,0,49,43,0,3
497,0,210,1,1,1,1,5,5,14,1,83,150,0,2,43,0,4
7563,0,1825,0,0,1,2,6,5,12,1,85,150,0,18,44,1,2
4833,1,2190,1,2,0,1,1,5,13,1,18,150,0,15,39,1,0
4426,1,270,1,1,1,2,6,6,14,1,131,150,0,2,43,0,3
129,1,60,1,2,0,2,5,6,18,0,230,120,1,53,43,0,0
7563,1,60,0,1,1,2,0,0,18,1,40,150,0,53,43,0,0
7563,1,1095,0,2,0,0,9,1,13,0,144,150,0,46,43,0,4
4542,1,730,1,1,1,0,11,6,18,1,22,150,0,2,44,1,3
7563,0,21,0,0,0,1,4,5,17,1,85,150,0,7,43,0,4
7563,0,800,0,0,1,2,3,1,12,1,85,150,0,37,43,0,4
2544,1,180,1,1,1,1,9,0,14,1,40,150,0,2,44,1,4
4255,0,730,1,2,0,1,9,1,14,1,85,150,0,51,43,0,4
7563,0,14,0,0,1,1,4,5,13,1,85,150,0,54,1,1,4
5968,1,730,1,1,1,1,10,4,9,1,63,150,0,15,43,0,3
239,1,365,1,1,1,2,11,2,16,1,138,150,0,53,43,0,3
288,1,730,1,2,0,0,11,6,14,1,42,150,0,3,44,1,0
6347,1,730,1,1,1,2,10,6,16,1,131,150,0,15,43,0,3
1137,1,240,1,2,0,3,1,6,17,0,76,46,1,54,39,1,0
7314,1,365,1,1,1,2,10,6,16,0,131,113,1,23,44,1,3
7563,1,30,0,1,1,2,4,5,21,1,131,150,0,54,43,0,0
3108,1,365,1,1,1,0,10,5,17,1,73,150,0,16,44,1,0
7563,1,800,0,0,1,1,2,0,13,1,168,150,0,54,1,1,3
7474,1,180,1,1,1,3,1,3,14,1,140,150,0,56,44,1,0
7563,1,150,0,0,1,2,9,1,13,1,108,150,0,55,43,0,4
7563,1,730,0,0,0,2,8,5,14,1,206,150,0,16,43,0,2
4788,0,2920,1,2,0,2,5,2,15,1,84,150,0,54,5,1,3
4297,0,30,1,0,0,3,0,0,12,1,85,150,0,18,43,0,2
3850,1,1825,1,1,1,1,11,6,18,1,168,150,0,54,12,1,0
7563,1,60,0,1,1,2,2,6,17,0,63,54,1,49,43,0,0
4542,1,365,1,1,1,1,6,1,17,0,104,150,0,15,1,1,0
1498,1,1825,1,0,1,1,4,3,12,1,163,150,0,54,43,0,4
7316,1,240,1,1,1,3,0,5,18,1,62,150,0,53,43,0,0
6146,1,1095,1,1,1,3,1,6,14,1,111,150,0,54,24,1,3
6860,0,3650,1,2,0,1,5,1,11,1,85,150,0,21,31,1,2
7803,0,28,1,0,1,1,6,2,10,1,85,150,0,2,44,1,4
2446,0,1095,1,1,1,1,10,4,12,1,85,150,0,54,43,0,3
3719,0,60,1,0,0,2,9,0,17,1,85,150,0,2,43,0,0
935,1,1460,1,0,1,3,0,2,15,1,168,150,0,15,44,1,3
5587,0,60,1,1,1,2,7,5,14,1,85,150,0,2,43,0,0
7563,1,30,0,1,1,3,1,2,18,0,73,46,1,53,43,0,0
5554,1,365,1,2,0,0,10,6,16,1,143,150,0,2,43,0,0
7563,1,1460,0,0,1,1,2,0,10,0,143,51,1,54,43,0,2
4678,1,365,1,2,0,2,8,6,17,1,172,150,0,2,44,1,0
7563,0,30,0,0,1,2,8,2,14,1,194,150,0,45,43,0,4
3232,0,30,1,0,1,2,5,2,12,1,85,150,0,2,43,0,4
2993,1,365,1,1,1,1,11,6,13,1,168,150,0,40,44,1,4
2062,0,60,1,1,1,2,7,4,16,1,85,150,0,2,43,0,0
1301,1,2920,1,1,1,1,11,0,12,1,63,150,0,49,43,0,0
7563,0,90,0,2,0,1,4,0,14,1,85,150,0,21,43,0,0
5985,1,300,1,1,1,0,10,2,17,1,63,150,0,23,44,1,3
7563,0,90,0,0,0,1,10,4,9,1,85,150,0,54,5,1,2
7941,1,270,1,2,0,0,9,4,17,0,131,118,1,2,44,1,4
442,0,730,1,2,0,2,7,5,19,1,85,150,0,18,43,0,0
7563,1,21,0,0,0,2,6,4,14,1,168,150,0,54,43,0,4
7563,1,180,0,2,0,1,11,3,11,1,177,150,0,9,7,1,0
2529,0,30,1,0,0,0,10,4,15,1,85,150,0,18,43,0,4
1179,0,1460,1,2,0,1,10,6,18,1,136,150,0,50,43,0,0
7563,1,1460,0,0,1,1,7,1,12,1,143,150,0,54,43,0,2
7756,1,365,1,2,0,2,10,0,19,1,53,150,0,49,43,0,3
1825,1,2555,1,1,1,1,10,4,13,1,63,150,0,20,44,1,0
3494,1,1825,1,2,0,2,9,2,12,1,143,150,0,1,43,0,0
743,1,2190,1,1,1,1,1,6,18,0,6,26,1,53,43,0,0
2013,1,1095,1,2,0,2,7,6,12,0,73,150,0,40,43,0,3
5932,0,365,1,2,0,0,11,3,17,1,85,150,0,18,43,0,0
125,1,365,1,2,0,3,0,0,17,1,131,150,0,49,44,1,3
7563,0,180,0,2,0,1,8,4,13,1,85,150,0,51,44,1,0
7563,0,365,0,1,1,1,6,0,9,1,85,150,0,26,43,0,4
1639,0,90,1,2,0,2,6,3,18,1,85,150,0,2,44,1,0
962,0,150,1,2,0,2,1,2,18,1,84,150,0,2,44,1,0
2929,1,1095,1,2,0,2,6,3,18,1,41,150,0,54,43,0,0
4415,1,1095,1,2,0,0,9,0,12,0,73,150,0,9,44,1,4
2267,1,60,1,2,0,1,1,6,18,1,138,150,0,40,43,0,0
3839,1,1825,1,2,0,1,7,0,12,1,168,150,0,54,5,1,3
4084,0,30,1,2,0,0,9,1,18,1,199,150,0,22,44,1,0
7563,1,30,0,0,0,0,9,5,15,1,63,150,0,49,1,1,4
167,0,90,1,2,0,2,0,4,18,1,85,150,0,51,43,0,0
7917,1,365,1,1,1,2,1,0,12,1,58,150,0,54,12,1,2
4799,1,1460,1,1,1,2,3,6,17,1,168,150,0,49,44,1,4
389,1,1460,1,2,0,2,3,2,18,1,168,150,0,7,44,1,3
1850,1,2920,1,0,1,1,3,4,19,1,63,150,0,15,25,1,0
7563,0,120,0,2,0,1,0,6,17,1,85,150,0,7,44,1,0
7563,1,240,0,2,0,0,9,2,23,1,131,150,0,15,43,0,4
3028,1,730,1,0,1,2,7,1,14,1,167,150,0,49,44,1,4
4630,0,730,1,1,1,2,8,4,13,1,85,150,0,37,43,0,0
793,0,2190,1,1,1,1,11,3,12,1,85,150,0,54,22,1,4
2082,1,365,1,1,1,2,4,5,14,1,168,150,0,7,44,1,0
7563,1,1825,0,0,0,1,9,0,12,1,63,150,0,44,43,0,4
7563,0,210,0,0,0,1,5,5,8,1,85,150,0,21,43,0,4
7563,0,365,0,0,0,1,6,4,16,1,85,150,0,18,43,0,4
7907,1,60,1,0,0,1,8,0,11,1,17,150,0,2,43,0,4
5740,0,1095,1,2,0,1,7,1,17,1,83,150,0,21,43,0,0
7563,1,270,0,1,1,1,10,5,17,1,47,150,0,20,43,0,0
2131,1,730,1,1,1,1,9,6,18,1,131,150,0,2,43,0,3
568,1,330,1,1,1,1,3,3,17,1,144,150,0,2,43,0,0
3511,1,730,1,2,0,1,3,3,18,1,168,150,0,54,12,1,3
4039,1,60,1,2,0,1,6,0,16,1,40,150,0,2,44,1,0
41,0,30,1,0,0,2,5,2,17,1,83,150,0,54,43,0,0
7316,1,730,1,2,0,2,4,4,15,1,168,150,0,2,44,1,3
7563,1,4380,0,2,0,1,9,3,13,1,16,150,0,2,44,1,4
6514,1,730,1,0,1,2,4,4,9,1,108,150,0,40,43,0,2
4084,1,730,1,2,0,2,3,0,11,1,63,150,0,54,17,1,3
5358,0,60,1,0,1,2,5,5,15,1,85,150,0,18,43,0,4
4238,1,365,1,1,1,2,3,5,17,0,104,150,0,44,43,0,0
6023,0,180,1,2,0,3,0,6,18,1,84,150,0,51,43,0,0
7548,1,730,1,1,1,1,6,1,18,0,144,132,1,30,44,1,0
5977,1,1095,1,1,1,2,4,5,13,1,62,150,0,2,12,1,3
1035,1,2555,1,1,1,1,4,4,15,0,63,40,1,23,44,1,0
7563,0,120,0,0,1,1,9,3,9,1,85,150,0,2,43,0,4
2528,0,2920,1,1,1,0,10,1,16,1,83,150,0,18,44,1,4
7563,1,365,0,1,1,1,4,3,16,1,144,150,0,23,43,0,4
3665,0,730,1,1,1,1,5,5,13,1,85,150,0,18,43,0,0
715,1,3285,1,2,0,2,7,5,18,0,131,76,1,20,44,1,0
3948,1,365,1,2,0,3,1,6,14,1,168,150,0,54,12,1,4
7504,0,30,1,0,1,2,6,0,13,1,85,150,0,2,43,0,4
4255,1,4745,1,2,0,0,10,5,13,1,137,150,0,54,43,0,3
329,1,730,1,1,1,1,7,5,17,1,63,150,0,49,43,0,0
125,1,1460,1,2,0,3,0,1,16,1,88,150,0,16,44,1,0
7563,1,60,0,2,0,1,5,6,17,0,63,40,1,49,44,1,0
6865,1,30,1,1,1,3,0,5,17,1,143,150,0,25,39,1,0
4006,1,730,1,1,1,0,10,5,15,1,168,150,0,23,44,1,0
108,0,60,1,2,0,2,10,2,18,1,85,150,0,54,1,1,0
6834,0,60,1,2,0,2,11,1,17,1,85,150,0,51,43,0,0
7563,0,365,0,3,2,2,1,3,9,1,84,150,0,2,43,0,4
7563,1,365,0,2,0,2,2,5,15,1,152,150,0,2,42,1,0
7563,1,150,0,0,0,1,6,6,11,1,111,150,0,54,43,0,4
2025,1,2920,1,2,0,2,1,3,17,1,63,150,0,15,43,0,3
4255,1,1460,1,2,0,2,1,3,16,1,62,150,0,2,39,1,0
7563,0,21,0,0,0,1,6,4,14,1,85,150,0,18,43,0,4
125,0,365,1,2,0,0,9,2,19,1,85,150,0,7,44,1,0
2246,0,365,1,0,0,1,6,4,16,1,84,150,0,18,43,0,4
7563,0,365,0,0,1,0,11,5,16,1,85,150,0,2,44,1,4
5244,0,1825,1,2,0,1,4,0,13,1,85,150,0,12,43,0,3
1377,1,365,1,2,0,0,11,3,15,1,18,150,0,54,1,1,3
7563,0,180,0,0,0,2,8,4,9,1,85,150,0,37,43,0,4
7563,0,90,0,0,0,1,7,6,18,1,85,150,0,12,43,0,2
1222,1,730,1,1,1,1,6,1,18,0,67,78,1,29,44,1,4
7563,0,60,0,2,0,1,6,0,18,1,84,150,0,51,43,0,0
4727,1,210,1,2,0,2,7,0,11,1,131,150,0,20,43,0,4
488,0,90,1,1,1,1,6,1,11,1,85,150,0,37,44,1,0
2485,1,730,1,1,1,2,0,6,11,0,17,155,1,16,44,1,0
7556,0,365,1,2,0,2,7,6,11,1,85,150,0,51,43,0,0
5435,0,365,1,2,0,0,11,1,16,1,85,150,0,18,44,1,0
7563,0,90,0,0,0,1,7,5,9,1,85,150,0,18,43,0,4
2032,1,1095,1,2,0,2,4,4,10,1,63,150,0,49,43,0,2
7563,0,800,0,0,0,1,6,5,16,1,194,150,0,54,29,1,4
6705,0,60,1,1,1,1,6,4,13,1,85,150,0,37,44,1,0
4164,1,180,1,2,0,1,1,4,18,0,222,78,1,40,1,1,0
1147,0,30,1,0,1,1,7,2,15,1,85,150,0,18,43,0,4
7563,0,4380,0,1,1,2,0,0,12,1,83,150,0,54,43,0,2
1240,1,1095,1,0,1,1,6,2,11,0,168,150,0,7,43,0,3
7563,0,800,0,3,2,2,8,0,16,1,85,150,0,21,43,0,4
933,1,365,1,3,2,2,3,6,11,0,73,150,0,15,1,1,3
4882,0,120,1,0,1,0,11,6,15,1,85,150,0,18,44,1,0
2996,0,30,1,0,0,2,5,0,12,1,85,150,0,12,44,1,4
7563,1,90,0,2,0,1,5,6,17,0,131,42,1,54,12,1,4
7563,0,730,0,0,1,1,0,1,15,1,85,150,0,37,43,0,4
6148,1,1095,1,1,1,2,10,4,13,1,168,150,0,27,43,0,3
3479,0,60,1,1,1,1,6,5,14,1,85,150,0,2,43,0,0
4334,1,365,1,2,0,1,8,5,14,1,12,150,0,7,44,1,0
5855,0,90,1,1,1,0,9,1,17,0,85,150,0,2,44,1,3
1146,0,90,1,1,1,2,10,5,13,1,85,150,0,2,43,0,0
2803,0,365,1,2,0,2,2,1,14,1,85,150,0,18,43,0,4
7563,0,21,0,0,0,2,4,1,11,1,85,150,0,2,43,0,4
816,1,60,1,2,0,1,7,4,17,0,172,92,1,15,44,1,3
1463,0,60,1,2,0,2,11,5,15,1,85,150,0,50,43,0,0
5800,0,60,1,1,1,1,10,2,16,1,85,150,0,18,43,0,0
7563,1,300,0,2,0,1,6,1,16,1,200,150,0,49,1,1,0
7563,0,800,0,0,0,1,3,2,15,1,85,150,0,50,43,0,4
7563,0,21,0,0,0,0,9,1,13,1,85,150,0,51,43,0,4
1180,0,240,1,2,0,2,9,3,11,1,85,150,0,21,43,0,4
5016,1,730,1,0,0,1,1,3,14,1,62,150,0,49,44,1,4
1650,1,180,1,0,1,0,10,5,17,1,96,150,0,2,39,1,4
1389,1,180,1,1,1,3,0,5,14,1,63,150,0,49,43,0,0
5735,1,3285,1,2,0,1,11,0,12,1,163,150,0,54,43,0,3
1786,1,730,1,2,0,3,0,4,14,1,168,150,0,7,44,1,3
7563,1,365,0,2,0,0,10,0,16,0,23,46,1,55,43,0,4
5596,0,180,1,1,1,0,10,0,14,1,84,150,0,7,44,1,0
7563,0,28,0,3,2,2,5,3,14,1,85,150,0,37,43,0,4
6766,1,60,1,0,0,2,5,0,12,1,67,150,0,49,44,1,0
7563,1,4745,0,2,0,2,3,2,8,1,63,150,0,2,44,1,2
6457,1,60,1,1,1,2,10,2,14,1,63,150,0,44,44,1,0
7563,0,180,0,2,0,2,0,5,17,1,85,150,0,18,43,0,0
7563,1,300,0,0,1,3,0,2,19,0,33,145,1,2,39,1,3
946,1,2190,1,1,1,1,5,2,12,1,230,150,0,40,37,1,0
7563,0,1460,0,2,0,1,2,4,13,1,15,150,0,54,43,0,3
7563,1,730,0,1,1,2,5,6,16,1,63,150,0,15,44,1,2
3043,1,4380,1,0,1,0,9,3,14,0,176,92,1,15,43,0,3
5017,1,1095,1,1,1,1,5,3,18,0,63,150,0,54,12,1,3
